id,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1356,1051,54,RL,11162,IR1,Lvl,Inside,StoneBr,1Fam,2Story,8,5,2009,2009,Hip,HdBoard,HdBoard,Ex,PConc,1708,608,1910,Ex,Y,SBrkr,1977,1679,3412,0,3,0,3,0,Gd,10,1,2,1006,Y,60,9,6,2008,WD ,Normal,432057
1357,1353,119,RM,955,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,Gd,PConc,1068,583,1157,Ex,Y,SBrkr,1418,0,1421,0,1,0,1,0,Gd,5,0,1,565,Y,33,13,5,2008,WD ,Normal,192409
1358,443,55,RL,9820,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2005,Gable,HdBoard,HdBoard,Gd,PConc,1719,194,1881,Gd,Y,SBrkr,1985,1665,3523,0,3,0,3,0,Gd,9,1,2,1106,Y,60,11,7,2009,WD ,Normal,412620
1359,534,176,RM,6482,Reg,Lvl,Inside,NAmes,2fmCon,SFoyer,5,6,1974,2005,Gable,Wd Sdng,HdBoard,TA,CBlock,1514,0,1063,Ex,Y,SBrkr,1364,1675,1663,0,2,0,1,0,TA,10,0,0,378,Y,0,28,5,2009,WD ,Normal,148957
1360,2552,55,RL,8069,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1985,2005,Gable,HdBoard,HdBoard,TA,CBlock,0,1001,1154,Gd,Y,SBrkr,1464,0,1697,0,2,0,2,0,TA,5,0,1,566,Y,0,12,1,2006,WD ,Normal,193089
1361,2696,84,RL,6421,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,5,1963,1973,Gable,HdBoard,MetalSd,TA,CBlock,1147,0,1020,TA,Y,SBrkr,1131,0,1120,0,1,0,2,0,TA,3,0,1,377,Y,0,0,7,2008,WD ,Normal,126199
1362,1969,58,RL,21135,IR1,Lvl,Corner,Gilbert,1Fam,2Story,6,6,1942,2004,Gable,VinylSd,Wd Sdng,TA,PConc,0,880,860,Gd,Y,SBrkr,1195,762,1866,0,2,0,1,0,Gd,5,0,1,562,Y,120,10,9,2007,WD ,Normal,171268
1363,2495,54,RL,12468,IR1,Lvl,Inside,NAmes,1Fam,2Story,8,5,2003,2005,Gable,HdBoard,HdBoard,Gd,PConc,0,596,1323,Gd,Y,SBrkr,1950,1670,3526,0,3,0,3,0,TA,9,1,2,1000,Y,220,64,4,2006,WD ,Normal,423169
1364,1793,45,RL,7128,IR1,Lvl,Inside,Crawfor,1Fam,1.5Fin,3,7,1952,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,1015,747,Gd,Y,SBrkr,1012,752,1581,0,1,0,1,0,TA,6,0,0,378,N,117,0,0,2007,WD ,Normal,154616
1365,1516,17,RL,6616,Reg,Lvl,Corner,NAmes,1Fam,1Story,4,7,1982,1974,Gable,MetalSd,Wd Shng,TA,CBlock,1066,512,1342,TA,Y,SBrkr,1126,0,1094,0,1,0,2,0,TA,5,0,0,378,Y,0,0,5,2007,WD ,Normal,142351
1366,2117,17,RL,8044,Reg,Lvl,Inside,CollgCr,1Fam,1Story,2,4,1924,1950,Gable,VinylSd,VinylSd,TA,CBlock,0,453,878,Ex,Y,SBrkr,1153,0,1156,0,2,0,1,0,TA,4,0,1,566,Y,30,0,8,2007,WD ,Normal,82461
1367,2687,119,RL,13815,IR1,HLS,Inside,StoneBr,TwnhsE,1Story,8,5,2009,2003,Hip,HdBoard,HdBoard,Gd,PConc,1133,498,1541,Ex,Y,SBrkr,1977,0,1834,0,2,0,3,0,Ex,7,0,2,695,Y,79,13,5,2006,WD ,Normal,392916
1368,2707,18,RL,6953,Reg,Lvl,Inside,Sawyer,1Fam,1Story,3,6,1976,2004,Gable,VinylSd,VinylSd,TA,CBlock,557,585,909,TA,Y,SBrkr,1099,0,1012,0,1,0,0,0,TA,3,0,2,706,Y,55,0,9,2006,WD ,Normal,111863
1369,1842,51,RM,6687,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,7,1918,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,820,1172,Gd,Y,SBrkr,1205,695,1453,0,1,0,3,0,TA,6,0,1,564,Y,0,0,10,2007,WD ,Normal,132909
1370,2718,56,RL,7433,Reg,Lvl,Inside,NridgHt,1Fam,2Story,7,5,2010,2009,Gable,VinylSd,VinylSd,Gd,PConc,1075,586,1295,Ex,Y,SBrkr,1547,1602,2624,0,2,0,3,0,Gd,6,0,2,1105,Y,0,14,6,2006,New,Partial,414095
1371,1427,17,RL,7098,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,5,1974,2002,Gable,Plywood,Plywood,TA,CBlock,1715,124,1403,TA,Y,SBrkr,1956,0,1421,0,2,0,2,0,TA,4,0,1,566,Y,65,10,7,2008,WD ,Normal,159798
1372,1315,19,RL,7803,IR1,Lvl,Inside,Edwards,1Fam,2Story,6,6,2004,2008,Gable,VinylSd,VinylSd,Gd,PConc,1069,0,1052,Ex,Y,SBrkr,1478,0,1838,0,2,0,2,0,Gd,6,0,1,566,Y,49,11,6,2007,WD ,Normal,203254
1373,2683,17,RL,8264,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,5,1988,1981,Gable,MetalSd,Plywood,TA,CBlock,548,884,1068,TA,Y,SBrkr,1485,0,1763,0,2,0,2,0,Gd,6,0,1,707,Y,120,53,0,2006,WD ,Normal,209896
1374,652,17,RL,3700,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,7,1995,2005,Gable,VinylSd,Plywood,TA,PConc,0,199,781,Ex,Y,SBrkr,1062,0,1022,0,1,0,0,0,TA,3,0,1,363,Y,41,0,4,2009,WD ,Normal,120280
1375,1351,55,RL,9250,IR1,Lvl,Inside,NWAmes,1Fam,2Story,7,5,2010,2004,Hip,VinylSd,VinylSd,Ex,PConc,1723,198,1930,Ex,Y,SBrkr,1173,1121,2445,0,2,0,2,0,Gd,6,1,2,705,Y,39,0,11,2008,WD ,Normal,288148
1376,741,25,RL,8663,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1984,1972,Gable,HdBoard,HdBoard,TA,CBlock,676,222,963,Gd,Y,SBrkr,1211,0,1722,0,2,0,3,0,TA,5,0,1,563,Y,0,0,7,2009,WD ,Normal,147284
1377,2649,52,RL,12022,IR1,Lvl,CulDSac,NAmes,1Fam,2Story,5,5,1979,1969,Gable,HdBoard,HdBoard,TA,CBlock,604,987,1300,Gd,Y,SBrkr,1361,0,1790,0,1,0,3,0,TA,6,1,1,522,Y,45,0,6,2006,WD ,Normal,236930
1378,0,19,RL,8726,Reg,Lvl,Corner,NAmes,1Fam,1Story,4,6,1984,1974,Gable,Wd Sdng,Wd Sdng,TA,CBlock,1674,164,1416,Gd,Y,SBrkr,1990,0,2941,0,2,0,2,0,TA,6,0,0,1107,Y,251,0,11,2010,WD ,Normal,272217
1379,1181,54,FV,8147,Reg,Lvl,Inside,Somerst,1Fam,2Story,5,5,2009,2008,Gable,VinylSd,VinylSd,Gd,PConc,0,1112,1310,Ex,Y,SBrkr,1176,994,2378,0,2,0,2,0,Gd,6,0,1,566,Y,32,53,10,2009,New,Partial,276012
1380,2724,159,RL,6394,IR1,Lvl,Corner,Somerst,1Fam,SLvl,6,5,1976,1999,Gable,HdBoard,HdBoard,Gd,PConc,443,311,668,TA,Y,SBrkr,613,649,1248,0,1,0,2,0,TA,6,0,1,560,Y,0,0,4,2008,WD ,Normal,116387
1381,889,17,RL,9894,Reg,Lvl,Inside,CollgCr,1Fam,1Story,4,5,1986,2005,Gable,HdBoard,HdBoard,TA,CBlock,1009,555,1274,Ex,Y,SBrkr,1412,0,1768,0,2,0,2,0,Gd,5,0,1,565,Y,123,0,8,2006,WD ,Normal,213549
1382,325,76,RM,825,Reg,Lvl,Inside,Gilbert,TwnhsE,SLvl,6,5,2001,2002,Gable,Wd Sdng,CmentBd,TA,CBlock,618,638,793,Gd,Y,SBrkr,897,837,1240,0,2,0,2,0,TA,4,0,1,564,Y,0,0,6,2009,WD ,Normal,134943
1383,1260,17,RL,10179,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,5,2011,2006,Gable,VinylSd,VinylSd,Gd,PConc,1011,361,1178,Ex,Y,SBrkr,1458,0,1404,0,2,0,2,0,Gd,5,0,1,707,Y,31,11,12,2007,WD ,Normal,171998
1384,151,54,RL,8630,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,2008,Gable,VinylSd,VinylSd,Gd,PConc,979,266,1011,Ex,Y,SBrkr,1169,1089,2397,0,2,0,2,0,Gd,6,0,1,564,Y,30,11,7,2009,WD ,Normal,264955
1385,1674,79,RL,9534,Reg,Lvl,Inside,Somerst,1Fam,SLvl,5,5,1972,1986,Gable,Plywood,Plywood,TA,CBlock,1043,201,1076,TA,Y,SBrkr,1514,0,1477,0,1,0,2,0,TA,5,0,1,567,Y,0,52,5,2007,WD ,Normal,98112
1386,2544,162,RM,6708,IR1,Lvl,Inside,BrDale,Twnhs,2Story,6,5,1996,1996,Gable,HdBoard,HdBoard,TA,CBlock,438,226,584,TA,Y,SBrkr,772,819,1192,0,2,0,2,0,Gd,4,0,1,375,Y,42,10,2,2006,WD ,Normal,125311
1387,1548,17,RL,7910,Reg,Lvl,Inside,CollgCr,1Fam,1Story,4,6,1934,2005,Gable,HdBoard,VinylSd,TA,PConc,719,489,1299,Ex,Y,SBrkr,1486,0,1121,0,1,0,2,0,TA,5,0,0,378,Y,0,0,11,2008,WD ,Normal,167818
1388,77,18,RL,7897,IR1,Lvl,Corner,Somerst,1Fam,1Story,7,5,2010,2009,Gable,VinylSd,Plywood,Gd,BrkTil,0,1868,1529,Ex,Y,SBrkr,1808,0,1638,0,2,0,1,0,Gd,6,0,2,1104,Y,117,12,0,2009,WD ,Normal,295834
1389,373,17,RL,6600,Reg,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,1761,601,3508,Ex,Y,SBrkr,1962,0,1811,0,2,0,2,0,Ex,5,1,2,1107,Y,130,63,7,2009,WD ,Normal,433805
1390,1994,119,RL,6483,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,5,1976,2005,Gable,VinylSd,VinylSd,TA,CBlock,188,1337,1211,TA,Y,SBrkr,1116,0,1082,0,2,0,1,0,TA,4,0,1,565,Y,40,33,6,2007,WD ,Normal,126520
1391,864,17,RL,6077,Reg,Lvl,Inside,Somerst,1Fam,1Story,6,7,1999,2004,Gable,VinylSd,HdBoard,Gd,PConc,1071,91,1262,Ex,Y,SBrkr,1466,0,1410,0,1,0,2,0,Gd,4,0,1,566,Y,126,0,5,2009,WD ,Normal,260796
1392,1452,18,RL,7045,Reg,Lvl,Inside,NridgHt,1Fam,1Story,4,5,2009,2008,Gable,VinylSd,VinylSd,Gd,PConc,0,1593,1505,Ex,Y,SBrkr,1971,0,2337,0,2,0,2,0,Gd,6,0,2,1106,Y,0,27,6,2007,WD ,Normal,271552
1393,273,17,RL,7302,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2007,2009,Hip,VinylSd,VinylSd,Ex,PConc,1776,589,1831,Ex,Y,SBrkr,1969,0,1774,0,1,0,1,0,Ex,7,0,1,1105,Y,159,15,6,2009,WD ,Normal,428838
1394,1992,57,RL,9229,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2005,2000,Gable,VinylSd,VinylSd,Gd,PConc,1058,194,998,Gd,Y,SBrkr,986,891,1743,0,2,0,2,0,Gd,6,0,1,566,Y,32,11,5,2007,WD ,Normal,197141
1395,1928,85,RL,8966,Reg,Lvl,Inside,OldTown,Twnhs,SLvl,6,5,1960,1961,Gable,Wd Sdng,HdBoard,Gd,CBlock,646,579,943,TA,Y,SBrkr,2016,885,1552,1,2,0,0,1,TA,6,0,0,1106,Y,0,52,11,2007,WD ,Normal,177971
1396,1473,17,RL,6245,Reg,Lvl,Corner,CollgCr,1Fam,1Story,6,5,1984,2006,Gable,VinylSd,VinylSd,TA,PConc,695,557,854,Ex,Y,SBrkr,1464,0,1145,0,2,0,2,0,TA,5,0,1,566,Y,33,9,2,2008,WD ,Normal,207029
1397,2679,44,RM,8153,Reg,Lvl,Inside,Sawyer,1Fam,SLvl,5,6,1985,1971,Gable,Wd Sdng,Plywood,TA,CBlock,582,997,926,TA,Y,SBrkr,1165,702,1839,0,1,0,3,0,TA,6,0,1,707,Y,0,0,6,2006,WD ,Normal,155303
1398,2614,18,RL,6881,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1978,1986,Hip,HdBoard,Plywood,TA,CBlock,649,96,986,TA,Y,SBrkr,1145,0,1159,0,1,0,0,0,TA,3,0,0,561,Y,35,0,12,2006,WD ,Normal,127699
1399,64,19,RL,7073,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,6,1966,1971,Gable,VinylSd,VinylSd,TA,CBlock,1101,182,1085,TA,Y,SBrkr,1439,0,1042,0,1,0,2,0,TA,5,0,0,378,Y,0,11,1,2010,WD ,Normal,155046
1400,1627,119,RL,6516,IR1,Lvl,Inside,StoneBr,TwnhsE,1Story,6,5,2006,2007,Gable,MetalSd,VinylSd,Gd,PConc,1737,309,1298,Ex,Y,SBrkr,1905,0,1724,0,2,0,0,0,Gd,3,0,2,564,Y,51,15,6,2007,WD ,Normal,238980
1401,44,17,RL,7939,IR1,Lvl,Inside,BrkSide,1Fam,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,Gd,PConc,113,1872,1744,Ex,Y,SBrkr,1892,0,1744,0,2,0,1,0,Gd,4,0,1,707,Y,0,33,2,2010,WD ,Normal,282192
1402,2676,17,RL,8400,IR1,HLS,Inside,Mitchel,1Fam,1Story,6,7,1978,2008,Hip,Plywood,Plywood,Gd,PConc,0,164,813,Ex,Y,SBrkr,1188,0,1872,0,1,0,2,0,TA,6,0,1,559,Y,35,0,11,2006,WD ,Normal,197623
1403,2390,56,RL,7777,Reg,Lvl,Inside,NAmes,1Fam,2Story,5,5,1997,1969,Gable,VinylSd,VinylSd,TA,CBlock,0,533,1042,Ex,Y,SBrkr,1185,742,1880,0,1,0,1,0,TA,6,0,1,559,Y,0,105,6,2006,WD ,Normal,180734
1404,1951,81,RL,7483,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2011,2007,Gable,VinylSd,VinylSd,Gd,PConc,0,1322,938,Ex,Y,SBrkr,1142,954,1867,0,2,0,2,0,Gd,5,0,1,557,Y,32,55,1,2007,WD ,Normal,208874
1405,91,17,RL,7106,Reg,Lvl,Corner,Gilbert,1Fam,1Story,4,5,1980,2008,Gable,VinylSd,VinylSd,TA,CBlock,0,1847,1107,Gd,Y,SBrkr,1474,0,1379,0,2,0,3,0,TA,4,0,1,564,Y,30,11,4,2009,WD ,Normal,125537
1406,2107,85,RM,6939,Reg,Lvl,Inside,OldTown,1Fam,2Story,2,5,1919,2003,Gable,HdBoard,MetalSd,TA,CBlock,0,452,727,Gd,Y,SBrkr,828,0,1141,0,2,0,2,0,TA,4,0,0,374,Y,0,0,4,2007,WD ,Normal,112348
1407,1923,53,RM,9677,Reg,Lvl,Inside,NAmes,1Fam,2Story,4,6,1956,1950,Gable,MetalSd,MetalSd,TA,BrkTil,0,1084,1275,Gd,Y,FuseA,1551,744,2478,0,1,0,3,0,Gd,7,0,0,1105,Y,0,11,7,2007,WD ,Normal,134630
1408,392,52,RL,9195,Reg,Lvl,Inside,Sawyer,1Fam,2Story,4,5,1984,1985,Gable,HdBoard,HdBoard,Gd,CBlock,654,206,1260,Ex,Y,SBrkr,1176,1088,2560,0,2,0,3,0,Gd,6,0,1,706,Y,0,0,7,2009,WD ,Normal,271290
1409,440,21,RL,6557,Reg,Lvl,Inside,BrkSide,1Fam,1Story,6,6,1933,2003,Gable,VinylSd,VinylSd,Gd,BrkTil,683,732,922,Gd,Y,SBrkr,1039,0,937,0,1,0,2,0,Gd,4,0,0,378,Y,0,0,9,2009,WD ,Normal,157465
1410,446,50,RL,10112,Reg,Lvl,Inside,Gilbert,1Fam,SLvl,6,5,2011,2007,Gable,VinylSd,VinylSd,Gd,PConc,0,941,839,Ex,Y,SBrkr,1209,0,1191,0,2,0,2,0,Gd,5,0,1,561,Y,38,19,7,2009,WD ,Normal,159296
1411,805,18,RL,6792,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,5,5,2007,2004,Gable,VinylSd,VinylSd,Gd,PConc,710,616,1108,Ex,Y,SBrkr,1979,0,1800,0,2,0,0,0,Gd,6,0,1,707,Y,0,26,1,2009,WD ,Normal,196757
1412,935,18,RL,1090,Reg,Lvl,Inside,Sawyer,1Fam,1Story,2,4,1947,1949,Gable,MetalSd,MetalSd,TA,PConc,629,525,1034,TA,Y,SBrkr,1032,0,890,0,1,0,1,0,TA,4,0,0,367,Y,32,0,4,2006,WD ,Normal,155121
1413,2759,17,RL,7494,Reg,Lvl,Corner,NWAmes,1Fam,1Story,7,6,1980,1986,Gable,Plywood,Plywood,TA,CBlock,559,882,1234,TA,Y,SBrkr,1147,0,1129,0,1,0,2,0,TA,4,0,0,566,Y,0,0,6,2006,WD ,Normal,158577
1414,276,18,RM,889,Reg,Lvl,Inside,NridgHt,1Fam,2Story,6,7,2002,2005,Gable,CemntBd,CmentBd,TA,PConc,0,592,638,TA,Y,SBrkr,1197,0,1133,0,2,0,1,0,Gd,4,0,1,707,Y,0,0,4,2009,WD ,Normal,115755
1415,954,18,RL,7323,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1963,1975,Hip,HdBoard,HdBoard,TA,PConc,1089,533,1028,Gd,Y,SBrkr,1963,0,2407,0,1,0,2,0,TA,6,0,0,1103,Y,221,0,4,2008,WD ,Normal,416299
1416,2111,25,RL,6960,Reg,Lvl,Inside,OldTown,1Fam,1Story,4,6,1935,2002,Gable,MetalSd,VinylSd,TA,BrkTil,603,834,861,TA,Y,SBrkr,1172,0,1071,0,1,0,1,0,Gd,4,0,1,1107,Y,0,58,11,2007,WD ,Normal,114602
1417,345,55,RL,16242,IR1,Lvl,Inside,NridgHt,1Fam,2Story,6,5,2006,2005,Gable,VinylSd,VinylSd,Gd,PConc,1656,488,1758,Ex,Y,SBrkr,2010,1661,3565,0,2,0,3,0,Gd,6,1,2,1103,Y,32,26,5,2009,WD ,Normal,388921
1418,1530,54,RL,6630,Reg,Lvl,Corner,BrDale,1Fam,SLvl,6,5,2008,2002,Gable,VinylSd,VinylSd,Gd,PConc,0,1051,1401,Ex,Y,SBrkr,1501,922,2422,0,2,0,2,0,Gd,6,0,1,374,Y,0,11,1,2008,WD ,Normal,250048
1419,2636,157,RL,9439,IR1,Lvl,Inside,NAmes,Twnhs,SLvl,7,5,1977,1999,Gable,HdBoard,HdBoard,TA,CBlock,0,981,896,Gd,Y,SBrkr,1975,859,1821,0,2,0,2,0,TA,6,0,1,378,Y,131,62,7,2008,WD ,Normal,275445
1420,750,51,RL,19641,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,4,2003,2004,Hip,VinylSd,VinylSd,Gd,CBlock,1772,222,1697,Ex,Y,SBrkr,2003,1129,3631,0,2,0,4,0,Gd,6,1,2,706,Y,90,0,6,2006,WD ,Normal,406697
1421,414,17,RL,7062,Reg,Lvl,Corner,NAmes,1Fam,1Story,8,5,2009,2009,Hip,VinylSd,CmentBd,Ex,PConc,1793,526,1898,Ex,Y,SBrkr,3393,0,2475,0,2,0,2,0,Ex,6,0,1,1099,Y,223,67,7,2009,WD ,Normal,417562
1422,371,23,RL,6612,Reg,Lvl,Inside,IDOTRR,1Fam,1Story,4,7,1931,2006,Gable,MetalSd,MetalSd,TA,BrkTil,624,616,1231,TA,Y,SBrkr,1111,0,991,0,1,0,2,0,TA,4,0,0,378,Y,0,0,7,2010,WD ,Normal,132661
1423,452,54,RL,14657,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,5,2008,2008,Hip,VinylSd,VinylSd,Gd,CBlock,1613,565,1900,Ex,Y,SBrkr,1994,1104,2442,0,2,0,2,0,Gd,6,0,2,1103,Y,48,0,11,2009,WD ,Normal,296881
1424,2071,119,RL,1153,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,3,5,1967,1972,Hip,MetalSd,MetalSd,TA,CBlock,1126,228,999,TA,Y,SBrkr,1093,0,1001,0,1,0,1,0,TA,4,0,1,706,Y,0,0,7,2007,WD ,Normal,98882
1425,2132,16,RL,7821,Reg,Lvl,Inside,Edwards,1Fam,SLvl,5,7,1981,2005,Gable,HdBoard,HdBoard,TA,CBlock,1109,11,993,Ex,Y,SBrkr,1191,0,1189,0,2,0,2,0,TA,4,0,1,566,Y,146,0,6,2007,WD ,Normal,196438
1426,187,18,FV,6482,Reg,Lvl,Inside,Somerst,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Gd,PConc,0,1472,1769,Ex,Y,SBrkr,1921,0,1403,0,2,0,2,0,Gd,5,0,1,566,Y,0,10,1,2010,WD ,Normal,181146
1427,2430,18,RL,8331,IR1,Lvl,Inside,NridgHt,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,TA,PConc,673,641,1067,Ex,Y,SBrkr,1890,0,1813,0,2,0,2,0,Gd,6,1,1,703,Y,0,0,2,2007,WD ,Normal,211934
1428,2306,19,RL,6093,Reg,Lvl,Inside,NAmes,1Fam,2Story,4,5,1961,1968,Gable,MetalSd,MetalSd,TA,CBlock,631,500,965,TA,Y,SBrkr,1150,0,1142,0,1,0,2,0,TA,4,0,0,378,Y,0,54,4,2007,WD ,Normal,119445
1429,2676,52,FV,1466,Reg,Lvl,Inside,Somerst,1Fam,2Story,6,5,2009,2004,Gable,CemntBd,CmentBd,Gd,PConc,629,604,841,Ex,Y,SBrkr,1191,1059,1834,0,2,0,2,0,Gd,6,0,1,566,Y,40,112,6,2009,WD ,Normal,210523
1430,2741,18,RL,6188,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,2011,2006,Hip,VinylSd,VinylSd,Gd,PConc,0,1326,1220,Ex,Y,SBrkr,1464,0,1372,0,2,0,2,0,Gd,6,0,0,370,Y,33,10,5,2006,New,Partial,201754
1431,703,77,RL,13797,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,4,1961,1961,Gable,Wd Sdng,Wd Sdng,TA,CBlock,346,636,675,TA,Y,SBrkr,743,551,1272,0,1,0,2,0,TA,5,0,0,376,Y,0,0,2,2009,WD ,Normal,130106
1432,1214,17,RL,6240,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1981,1986,Gable,CemntBd,Wd Sdng,TA,CBlock,698,231,1144,Gd,Y,SBrkr,1181,0,940,0,1,0,2,0,TA,5,0,0,0,Y,0,0,8,2007,WD ,Normal,165224
1433,348,53,RL,12701,IR1,Lvl,CulDSac,Gilbert,1Fam,2Story,5,7,1982,1987,Gable,Plywood,Plywood,TA,CBlock,1098,298,925,Gd,Y,SBrkr,1194,1668,2639,0,1,0,2,0,TA,4,0,1,566,Y,0,0,5,2009,WD ,Abnorml,104740
1434,1017,119,RL,7662,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2011,2008,Gable,VinylSd,VinylSd,Ex,PConc,611,1532,1564,Ex,Y,SBrkr,1965,0,1751,0,2,0,2,0,Ex,5,0,2,1092,Y,0,14,6,2006,New,Partial,389650
1435,602,18,RL,6545,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2005,2004,Gable,VinylSd,VinylSd,Gd,PConc,1027,226,1614,Ex,Y,SBrkr,1480,0,1437,0,1,0,2,0,Gd,5,0,1,566,Y,37,53,12,2010,WD ,Normal,262858
1436,2732,17,RL,6618,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2010,2009,Gable,VinylSd,VinylSd,Gd,PConc,633,616,1306,Ex,Y,SBrkr,1456,0,1421,0,1,0,2,0,Gd,4,0,1,707,Y,32,0,11,2006,New,Partial,216326
1437,427,119,RL,6589,Reg,Lvl,Inside,NridgHt,TwnhsE,1Story,8,5,2007,2009,Gable,CemntBd,VinylSd,Ex,PConc,1666,642,1449,Ex,Y,SBrkr,1906,0,1744,0,2,0,1,0,Ex,6,0,2,1096,Y,35,30,6,2009,WD ,Normal,376505
1438,448,17,RL,6433,IR1,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2010,2009,Gable,VinylSd,VinylSd,Gd,PConc,1739,545,1697,Ex,Y,SBrkr,1937,0,1734,0,2,0,2,0,Gd,5,0,1,1107,Y,175,54,5,2009,WD ,Normal,292861
1439,1579,119,RL,1212,IR1,HLS,Inside,NridgHt,TwnhsE,1Story,5,5,2004,2007,Gable,CemntBd,CmentBd,Gd,PConc,1131,315,1352,Ex,Y,SBrkr,1951,0,1766,0,2,0,0,0,Ex,5,0,1,561,Y,37,0,10,2007,WD ,Normal,218711
1440,1,53,RL,5393,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,4,6,2002,2003,Gable,VinylSd,VinylSd,TA,PConc,1040,267,959,Ex,Y,SBrkr,853,0,952,0,1,0,0,0,TA,3,0,1,707,Y,37,0,7,2010,WD ,Normal,92073
1441,642,44,RL,6334,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,4,7,1940,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,1000,801,TA,Y,SBrkr,1211,680,1485,0,1,0,2,0,Gd,6,0,0,378,P,46,0,4,2010,WD ,Normal,138656
1442,2196,81,RL,10250,Reg,Lvl,Inside,Sawyer,1Fam,SFoyer,4,5,1987,1983,Gable,HdBoard,VinylSd,TA,CBlock,1105,191,1295,TA,Y,SBrkr,1491,0,1412,0,2,0,2,0,TA,4,0,1,565,Y,32,10,10,2007,WD ,Normal,119543
1443,1519,50,RL,10088,IR1,Lvl,Inside,NWAmes,1Fam,SLvl,5,5,1981,1986,Gable,HdBoard,Plywood,TA,CBlock,601,231,981,TA,Y,SBrkr,1170,880,1578,0,1,0,2,0,TA,5,0,1,565,Y,0,0,6,2007,WD ,Normal,174977
1444,1546,18,RL,8187,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1999,2000,Gable,VinylSd,VinylSd,Gd,PConc,1008,1081,1385,Ex,Y,SBrkr,1397,0,1371,0,2,0,2,0,Gd,5,0,1,1107,Y,0,0,11,2007,WD ,Normal,195289
1445,541,44,RL,1003,Reg,Lvl,Corner,Somerst,1Fam,1.5Fin,5,7,1944,1950,Gable,Wd Sdng,Wd Sdng,TA,BrkTil,602,544,1171,Gd,Y,SBrkr,1168,606,1727,0,1,0,3,0,TA,5,0,0,565,Y,0,0,6,2009,WD ,Normal,205846
1446,99,50,RL,2824,Reg,Lvl,Inside,CollgCr,1Fam,1.5Fin,4,7,2001,2004,Gable,Wd Sdng,Wd Sdng,TA,PConc,1050,267,944,Ex,Y,SBrkr,1191,0,1874,0,1,0,2,0,TA,6,0,1,564,Y,0,0,2,2010,WD ,Normal,206513
